"","seqnames","start","end","width","strand"
"35987","chr1",22664843,22666506,1664,"*"
"35988","chr1",22666529,22667910,1382,"*"
"35989","chr1",22667945,22668958,1014,"*"
"35990","chr1",22669157,22669157,1,"*"
"35991","chr1",22669230,22669239,10,"*"
"35992","chr1",22669345,22669360,16,"*"
"35993","chr1",22669390,22669516,127,"*"
"35994","chr1",22669647,22669671,25,"*"
"35995","chr1",22669775,22670218,444,"*"
"35996","chr1",22670255,22670330,76,"*"
"35997","chr1",22670338,22670343,6,"*"
"35998","chr1",22670386,22670418,33,"*"
"35999","chr1",22670488,22676127,5640,"*"
"36000","chr1",22676276,22676305,30,"*"
"36001","chr1",22676313,22676314,2,"*"
"36002","chr1",22676330,22676344,15,"*"
"36003","chr1",22676346,22676346,1,"*"
"36004","chr1",22676426,22678280,1855,"*"
"36005","chr1",22678375,22678433,59,"*"
"36006","chr1",22678480,22678504,25,"*"
"36007","chr1",22678527,22678537,11,"*"
"36008","chr1",22678542,22678542,1,"*"
"36009","chr1",22678548,22678620,73,"*"
"36010","chr1",22679274,22679294,21,"*"
"36011","chr1",22679323,22679329,7,"*"
"36012","chr1",22679473,22679909,437,"*"
"36013","chr1",22679914,22681193,1280,"*"
"36014","chr1",22681335,22681343,9,"*"
"36015","chr1",22681489,22683234,1746,"*"
"36016","chr1",22683507,22686366,2860,"*"
"36017","chr1",22686542,22687631,1090,"*"
"36018","chr1",22687925,22688923,999,"*"
"36019","chr1",22689387,22690151,765,"*"
"36020","chr1",22690191,22690205,15,"*"
"36021","chr1",22690455,22692361,1907,"*"
"36022","chr1",22692444,22692497,54,"*"
"36023","chr1",22692567,22692851,285,"*"
"36024","chr1",22692934,22693191,258,"*"
"36025","chr1",22693368,22693370,3,"*"
"36026","chr1",22693412,22694543,1132,"*"
"36027","chr1",22694755,22694767,13,"*"
"36028","chr1",22694804,22695756,953,"*"
"36029","chr1",22695773,22695799,27,"*"
"36030","chr1",22696071,22696071,1,"*"
"36031","chr1",22696073,22696150,78,"*"
"36032","chr1",22696243,22696279,37,"*"
"36033","chr1",22696290,22696609,320,"*"
"36034","chr1",22696630,22696825,196,"*"
"36035","chr1",22696897,22696956,60,"*"
"36036","chr1",22697128,22697140,13,"*"
"36037","chr1",22697143,22697143,1,"*"
"36038","chr1",22697190,22697223,34,"*"
"36039","chr1",22697512,22697561,50,"*"
"36040","chr1",22697656,22698406,751,"*"
"36041","chr1",22698487,22698985,499,"*"
"36042","chr1",22699618,22699803,186,"*"
"36043","chr1",22699826,22700594,769,"*"
"36044","chr1",22700618,22700626,9,"*"
"36045","chr1",22700839,22700839,1,"*"
"36046","chr1",22700845,22700849,5,"*"
"36047","chr1",22700876,22701439,564,"*"
"36048","chr1",22701445,22701446,2,"*"
"36049","chr1",22701600,22701620,21,"*"
"36050","chr1",22701654,22701655,2,"*"
"36051","chr1",22701657,22701658,2,"*"
"36052","chr1",22701660,22701665,6,"*"
"36053","chr1",22701685,22701686,2,"*"
"36054","chr1",22701688,22701688,1,"*"
"36055","chr1",22701770,22702041,272,"*"
"36056","chr1",22702073,22703435,1363,"*"
"36057","chr1",22703498,22703575,78,"*"
"36058","chr1",22703602,22705079,1478,"*"
"36059","chr1",22705122,22705839,718,"*"
"36060","chr1",22706438,22706461,24,"*"
"36061","chr1",22706642,22710284,3643,"*"
"36062","chr1",22711689,22711696,8,"*"
"36063","chr1",22711707,22716342,4636,"*"
"36064","chr1",22716345,22716346,2,"*"
"36065","chr1",22716393,22716415,23,"*"
"36066","chr1",22716631,22716731,101,"*"
"36067","chr1",22716751,22718365,1615,"*"
"36068","chr1",22718690,22720622,1933,"*"
"36069","chr1",22720704,22721650,947,"*"
"36070","chr1",22721677,22721705,29,"*"
"36071","chr1",22721746,22721765,20,"*"
"36072","chr1",22721840,22721860,21,"*"
"36073","chr1",22721893,22722012,120,"*"
"36074","chr1",22722095,22722095,1,"*"
"36075","chr1",22722137,22722163,27,"*"
"36076","chr1",22722285,22726400,4116,"*"
"36077","chr1",22726719,22727744,1026,"*"
"36078","chr1",22727839,22727839,1,"*"
"36079","chr1",22727842,22727843,2,"*"
"36080","chr1",22727936,22731560,3625,"*"
"36081","chr1",22731848,22733042,1195,"*"
"36082","chr1",22733078,22733092,15,"*"
"36083","chr1",22733095,22733095,1,"*"
"36084","chr1",22733336,22733790,455,"*"
"36085","chr1",22733795,22733797,3,"*"
"36086","chr1",22733802,22733803,2,"*"
"36087","chr1",22733871,22734411,541,"*"
"36088","chr1",22734661,22735194,534,"*"
"36089","chr1",22735211,22735213,3,"*"
"36090","chr1",22735224,22735295,72,"*"
"36091","chr1",22735381,22735409,29,"*"
"36092","chr1",22735477,22739101,3625,"*"
"36093","chr1",22739124,22739205,82,"*"
"36094","chr1",22739334,22739362,29,"*"
"36095","chr1",22739517,22741647,2131,"*"
"36096","chr1",22741736,22742064,329,"*"
"36097","chr1",22742084,22742481,398,"*"
"36098","chr1",22742491,22742587,97,"*"
"36099","chr1",22742652,22742703,52,"*"
"36100","chr1",22742763,22742956,194,"*"
"36101","chr1",22743112,22743469,358,"*"
"36102","chr1",22743766,22744458,693,"*"
"36103","chr1",22744482,22744483,2,"*"
"36104","chr1",22744489,22744575,87,"*"
"36105","chr1",22744589,22744596,8,"*"
"36106","chr1",22744604,22744635,32,"*"
"36107","chr1",22744735,22744735,1,"*"
"36108","chr1",22744757,22744805,49,"*"
"36109","chr1",22744886,22748365,3480,"*"
"36110","chr1",22748681,22748744,64,"*"
"36111","chr1",22748823,22748838,16,"*"
"36112","chr1",22748896,22749015,120,"*"
"36113","chr1",22749275,22752228,2954,"*"
"36114","chr1",22752423,22752433,11,"*"
"36115","chr1",22752483,22752485,3,"*"
"36116","chr1",22752736,22752806,71,"*"
"36117","chr1",22752847,22752888,42,"*"
"36118","chr1",22752938,22752938,1,"*"
"36119","chr1",22753073,22754785,1713,"*"
"36120","chr1",22754980,22756559,1580,"*"
"36121","chr1",22756592,22757596,1005,"*"
"36122","chr1",22757762,22757821,60,"*"
"36123","chr1",22757879,22757893,15,"*"
"36124","chr1",22758237,22758873,637,"*"
"36125","chr1",22758990,22758993,4,"*"
"36126","chr1",22758996,22758998,3,"*"
"36127","chr1",22759034,22764472,5439,"*"
"36128","chr1",22764725,22765294,570,"*"
"36129","chr1",22765296,22765309,14,"*"
"36130","chr1",22765313,22765319,7,"*"
"36131","chr1",22765575,22768417,2843,"*"
"36132","chr1",22768491,22768567,77,"*"
"36133","chr1",22768625,22769450,826,"*"
"36134","chr1",22769493,22769527,35,"*"
"36135","chr1",22769613,22769656,44,"*"
"36136","chr1",22769703,22770116,414,"*"
"36137","chr1",22770119,22777981,7863,"*"
"36138","chr1",22778011,22778013,3,"*"
"36139","chr1",22778015,22778048,34,"*"
"36140","chr1",22778280,22781037,2758,"*"
"36141","chr1",22781361,22781361,1,"*"
"36142","chr1",22781363,22782773,1411,"*"
"36143","chr1",22782787,22787480,4694,"*"
"36144","chr1",22787601,22787615,15,"*"
"36145","chr1",22787680,22787689,10,"*"
"36146","chr1",22787725,22788718,994,"*"
"36147","chr1",22788812,22788826,15,"*"
"36148","chr1",22789010,22789016,7,"*"
"36149","chr1",22789034,22791412,2379,"*"
"36150","chr1",22791423,22791430,8,"*"
"36151","chr1",22791547,22791547,1,"*"
"36152","chr1",22791606,22795461,3856,"*"
"36153","chr1",22795498,22798099,2602,"*"
"36154","chr1",22798122,22800693,2572,"*"
"36155","chr1",22800726,22800765,40,"*"
"36156","chr1",22800812,22803328,2517,"*"
"36157","chr1",22803527,22803527,1,"*"
"36158","chr1",22803533,22803562,30,"*"
"36159","chr1",22803767,22803797,31,"*"
"36160","chr1",22803832,22803855,24,"*"
"36161","chr1",22803930,22806459,2530,"*"
"36162","chr1",22806538,22807853,1316,"*"
"36163","chr1",22808163,22810877,2715,"*"
"36164","chr1",22810897,22811757,861,"*"
"36165","chr1",22811815,22811840,26,"*"
"36166","chr1",22811885,22811909,25,"*"
"36167","chr1",22811986,22813902,1917,"*"
"36168","chr1",22814000,22814031,32,"*"
"36169","chr1",22814196,22819182,4987,"*"
"36170","chr1",22819272,22819816,545,"*"
"36171","chr1",22819840,22820380,541,"*"
"36172","chr1",22820635,22820635,1,"*"
"36173","chr1",22820689,22822213,1525,"*"
"36174","chr1",22822343,22824260,1918,"*"
"36175","chr1",22824335,22830606,6272,"*"
"36176","chr1",22830847,22833102,2256,"*"
"36177","chr1",22833416,22834613,1198,"*"
"36178","chr1",22834638,22834642,5,"*"
"36179","chr1",22834800,22834806,7,"*"
"36180","chr1",22834962,22835099,138,"*"
"36181","chr1",22835162,22835192,31,"*"
"36182","chr1",22835194,22835194,1,"*"
"36183","chr1",22835282,22835324,43,"*"
"36184","chr1",22835383,22838654,3272,"*"
"36185","chr1",22838979,22840071,1093,"*"
"36186","chr1",22840115,22840552,438,"*"
"36187","chr1",22840721,22843484,2764,"*"
"36188","chr1",22843550,22843566,17,"*"
"36189","chr1",22843582,22843583,2,"*"
"36190","chr1",22843629,22843634,6,"*"
"36191","chr1",22843839,22843886,48,"*"
"36192","chr1",22843970,22843995,26,"*"
"36193","chr1",22844040,22845710,1671,"*"
"36194","chr1",22845737,22846199,463,"*"
"36195","chr1",22846270,22846280,11,"*"
"36196","chr1",22846460,22851041,4582,"*"
"36197","chr1",22851081,22851081,1,"*"
"36198","chr1",22851167,22851174,8,"*"
"36199","chr1",22851196,22851197,2,"*"
"36200","chr1",22851200,22851211,12,"*"
"36201","chr1",22851298,22852802,1505,"*"
"36202","chr1",22852869,22853066,198,"*"
"36203","chr1",22853337,22854310,974,"*"
"36204","chr1",22854317,22854333,17,"*"
"36205","chr1",22854457,22854457,1,"*"
"36206","chr1",22854505,22858980,4476,"*"
"36207","chr1",22859140,22859246,107,"*"
"36208","chr1",22859357,22859526,170,"*"
"36209","chr1",22859811,22861361,1551,"*"
"36210","chr1",22861464,22863844,2381,"*"
"36211","chr1",22863902,22863904,3,"*"
"36212","chr1",22863907,22863987,81,"*"
"36213","chr1",22864098,22864133,36,"*"
"36214","chr1",22864340,22866473,2134,"*"
"36215","chr1",22866547,22866662,116,"*"
"36216","chr1",22866918,22867589,672,"*"
"36217","chr1",22867847,22871740,3894,"*"
"36218","chr1",22872037,22881002,8966,"*"
"36219","chr1",22881051,22881089,39,"*"
"36220","chr1",22881109,22881138,30,"*"
"36221","chr1",22881544,22881617,74,"*"
"36222","chr1",22881678,22881702,25,"*"
"36223","chr1",22881894,22883971,2078,"*"
"36224","chr1",22883977,22884221,245,"*"
"36225","chr1",22884659,22886583,1925,"*"
"36226","chr1",22886930,22888018,1089,"*"
"36227","chr1",22888062,22888126,65,"*"
"36228","chr1",22888329,22888893,565,"*"
"36229","chr1",22888918,22888957,40,"*"
"36230","chr1",22889036,22889048,13,"*"
"36231","chr1",22889074,22889116,43,"*"
"36232","chr1",22889148,22889148,1,"*"
"36233","chr1",22889150,22890618,1469,"*"
"36234","chr1",22890683,22890755,73,"*"
"36235","chr1",22890842,22891755,914,"*"
"36236","chr1",22891834,22891922,89,"*"
"36237","chr1",22891928,22891942,15,"*"
"36238","chr1",22892044,22892055,12,"*"
"36239","chr1",22892058,22892063,6,"*"
"36240","chr1",22892082,22894320,2239,"*"
"36241","chr1",22894454,22894502,49,"*"
"36242","chr1",22894573,22894575,3,"*"
"36243","chr1",22894631,22897510,2880,"*"
"36244","chr1",22897946,22897988,43,"*"
"36245","chr1",22898175,22898935,761,"*"
"36246","chr1",22898960,22898979,20,"*"
"36247","chr1",22899269,22899277,9,"*"
"36248","chr1",22899517,22899722,206,"*"
"36249","chr1",22899900,22899932,33,"*"
"36250","chr1",22899936,22899937,2,"*"
"36251","chr1",22899981,22900015,35,"*"
"36252","chr1",22900291,22901789,1499,"*"
"36253","chr1",22901876,22901876,1,"*"
"36254","chr1",22901880,22901881,2,"*"
"36255","chr1",22901889,22901889,1,"*"
"36256","chr1",22901959,22902050,92,"*"
"36257","chr1",22902114,22904018,1905,"*"
"36258","chr1",22904097,22904097,1,"*"
"36259","chr1",22904102,22904194,93,"*"
"36260","chr1",22904332,22910858,6527,"*"
"36261","chr1",22910984,22911001,18,"*"
"36262","chr1",22911119,22911120,2,"*"
"36263","chr1",22911202,22912938,1737,"*"
"36264","chr1",22912940,22912944,5,"*"
"36265","chr1",22913053,22913055,3,"*"
"36266","chr1",22913204,22913756,553,"*"
"36267","chr1",22913776,22914519,744,"*"
"36268","chr1",22914561,22916470,1910,"*"
"36269","chr1",22916542,22919980,3439,"*"
"36270","chr1",22919989,22922075,2087,"*"
"36271","chr1",22922109,22924488,2380,"*"
"36272","chr1",22924623,22924765,143,"*"
"36273","chr1",22925100,22925181,82,"*"
"36274","chr1",22925203,22925651,449,"*"
"36275","chr1",22925666,22925714,49,"*"
"36276","chr1",22925751,22926065,315,"*"
"36277","chr1",22926375,22927024,650,"*"
"36278","chr1",22927036,22927036,1,"*"
"36279","chr1",22927039,22927100,62,"*"
"36280","chr1",22927103,22927103,1,"*"
"36281","chr1",22927278,22927870,593,"*"
"36282","chr1",22927945,22928013,69,"*"
"36283","chr1",22928178,22929350,1173,"*"
"36284","chr1",22929634,22929989,356,"*"
"36285","chr1",22929991,22929993,3,"*"
"36286","chr1",22930194,22930784,591,"*"
"36287","chr1",22930876,22931267,392,"*"
"36288","chr1",22931611,22931640,30,"*"
"36289","chr1",22931807,22931828,22,"*"
"36290","chr1",22931899,22931977,79,"*"
"36291","chr1",22932011,22932028,18,"*"
"36292","chr1",22932045,22932046,2,"*"
"36293","chr1",22932287,22933433,1147,"*"
"36294","chr1",22933533,22933548,16,"*"
"36295","chr1",22933550,22933551,2,"*"
"36296","chr1",22933595,22933670,76,"*"
"36297","chr1",22933720,22933722,3,"*"
"36298","chr1",22933727,22933728,2,"*"
"36299","chr1",22933730,22933741,12,"*"
"36300","chr1",22933791,22933859,69,"*"
"36301","chr1",22933864,22934066,203,"*"
"36302","chr1",22934258,22934274,17,"*"
"36303","chr1",22934382,22934987,606,"*"
"36304","chr1",22935061,22935106,46,"*"
"36305","chr1",22935181,22937209,2029,"*"
"36306","chr1",22937281,22937315,35,"*"
"36307","chr1",22937329,22937399,71,"*"
"36308","chr1",22937423,22937503,81,"*"
"36309","chr1",22937505,22937561,57,"*"
"36310","chr1",22937567,22937570,4,"*"
"36311","chr1",22937593,22937699,107,"*"
"36312","chr1",22937709,22937713,5,"*"
"36313","chr1",22937717,22938077,361,"*"
"36314","chr1",22939678,22942082,2405,"*"
"36315","chr1",22942189,22942200,12,"*"
"36316","chr1",22942348,22942365,18,"*"
"36317","chr1",22942426,22943572,1147,"*"
"36318","chr1",22943910,22945028,1119,"*"
"36319","chr1",22945063,22945172,110,"*"
"36320","chr1",22945323,22945336,14,"*"
"36321","chr1",22945637,22946069,433,"*"
"36322","chr1",22946378,22946467,90,"*"
"36323","chr1",22946791,22946805,15,"*"
"36324","chr1",22946812,22946813,2,"*"
"36325","chr1",22946815,22947694,880,"*"
"36326","chr1",22947843,22949031,1189,"*"
"36327","chr1",22949156,22949158,3,"*"
"36328","chr1",22949161,22949277,117,"*"
"36329","chr1",22949329,22950337,1009,"*"
"36330","chr1",22950551,22951030,480,"*"
"36331","chr1",22951347,22951554,208,"*"
"36332","chr1",22951863,22952291,429,"*"
"36333","chr1",22952340,22952340,1,"*"
"36334","chr1",22952343,22952407,65,"*"
"36335","chr1",22952706,22953391,686,"*"
"36336","chr1",22953536,22953538,3,"*"
"36337","chr1",22953540,22953659,120,"*"
"36338","chr1",22953755,22955779,2025,"*"
"36339","chr1",22955852,22955852,1,"*"
"36340","chr1",22955927,22955930,4,"*"
"36341","chr1",22956191,22956246,56,"*"
"36342","chr1",22956298,22956326,29,"*"
"36343","chr1",22956367,22957620,1254,"*"
"36344","chr1",22957953,22958174,222,"*"
"36345","chr1",22958229,22958317,89,"*"
"36346","chr1",22958378,22960333,1956,"*"
"36347","chr1",22960658,22960816,159,"*"
"36348","chr1",22960887,22960946,60,"*"
"36349","chr1",22960952,22961005,54,"*"
"36350","chr1",22961067,22961350,284,"*"
"36351","chr1",22961384,22961387,4,"*"
"36352","chr1",22961416,22961446,31,"*"
"36353","chr1",22961660,22961780,121,"*"
"36354","chr1",22962037,22963997,1961,"*"
"36355","chr1",22964232,22965738,1507,"*"
"36356","chr1",22965743,22965743,1,"*"
"36357","chr1",22965804,22966975,1172,"*"
"36358","chr1",22967001,22967017,17,"*"
"36359","chr1",22967077,22967098,22,"*"
"36360","chr1",22967194,22967204,11,"*"
"36361","chr1",22967373,22967417,45,"*"
"36362","chr1",22967476,22967546,71,"*"
"36363","chr1",22967608,22967645,38,"*"
"36364","chr1",22967668,22968902,1235,"*"
"36365","chr1",22968931,22968959,29,"*"
"36366","chr1",22969030,22970573,1544,"*"
"36367","chr1",22970637,22970688,52,"*"
"36368","chr1",22970733,22970748,16,"*"
"36369","chr1",22970841,22972137,1297,"*"
"36370","chr1",22972196,22973537,1342,"*"
"36371","chr1",22973596,22973744,149,"*"
"36372","chr1",22973758,22973768,11,"*"
"36373","chr1",22973845,22973852,8,"*"
"36374","chr1",22973950,22974007,58,"*"
"36375","chr1",22974055,22974060,6,"*"
"36376","chr1",22974097,22974738,642,"*"
"36377","chr1",22974821,22974838,18,"*"
"36378","chr1",22975012,22976309,1298,"*"
"36379","chr1",22976349,22977206,858,"*"
"36380","chr1",22977399,22977482,84,"*"
"36381","chr1",22977795,22977815,21,"*"
"36382","chr1",22977860,22977877,18,"*"
"36383","chr1",22978047,22978092,46,"*"
"36384","chr1",22978405,22978884,480,"*"
"36385","chr1",22979279,22979387,109,"*"
"36386","chr1",22979419,22979849,431,"*"
"36387","chr1",22979919,22979925,7,"*"
"36388","chr1",22979929,22979974,46,"*"
"36389","chr1",22980104,22980171,68,"*"
"36390","chr1",22980251,22980253,3,"*"
"36391","chr1",22980437,22980453,17,"*"
"36392","chr1",22980458,22980472,15,"*"
"36393","chr1",22980635,22980637,3,"*"
"36394","chr1",22980639,22980714,76,"*"
"36395","chr1",22980738,22981183,446,"*"
"36396","chr1",22981473,22982866,1394,"*"
"36397","chr1",22982898,22982980,83,"*"
"36398","chr1",22982984,22983068,85,"*"
"36399","chr1",22983082,22983182,101,"*"
"36400","chr1",22983283,22983336,54,"*"
"36401","chr1",22983422,22983433,12,"*"
"36402","chr1",22983629,22984343,715,"*"
"36403","chr1",22984512,22984524,13,"*"
"36404","chr1",22984634,22984638,5,"*"
"36405","chr1",22984675,22985047,373,"*"
"36406","chr1",22985371,22986616,1246,"*"
"36407","chr1",22986652,22986818,167,"*"
"36408","chr1",22987079,22987083,5,"*"
"36409","chr1",22987087,22987087,1,"*"
"36410","chr1",22987155,22987155,1,"*"
"36411","chr1",22987159,22987179,21,"*"
"36412","chr1",22987495,22987875,381,"*"
"36413","chr1",22987926,22988229,304,"*"
"36414","chr1",22988307,22988789,483,"*"
"36415","chr1",22988851,22988890,40,"*"
"36416","chr1",22988928,22988946,19,"*"
"36417","chr1",22989000,22989003,4,"*"
"36418","chr1",22989112,22989131,20,"*"
"36419","chr1",22989139,22989162,24,"*"
"36420","chr1",22989167,22989784,618,"*"
"36421","chr1",22989801,22990130,330,"*"
"36422","chr1",22990429,22990665,237,"*"
"36423","chr1",22990793,22990797,5,"*"
"36424","chr1",22990949,22991602,654,"*"
"36425","chr1",22991931,22991978,48,"*"
"36426","chr1",22992290,22992659,370,"*"
"36427","chr1",22992867,22993479,613,"*"
"36428","chr1",22993732,22994467,736,"*"
"36429","chr1",22994761,22996162,1402,"*"
"36430","chr1",22996220,22996316,97,"*"
"36431","chr1",22996633,22997068,436,"*"
"36432","chr1",22997114,22997603,490,"*"
"36433","chr1",22997704,22997774,71,"*"
"36434","chr1",22997837,22997838,2,"*"
"36435","chr1",22998040,22998081,42,"*"
"36436","chr1",22998087,22998088,2,"*"
"36437","chr1",22998090,22998342,253,"*"
"36438","chr1",22998436,22998458,23,"*"
"36439","chr1",22998602,22998730,129,"*"
"36440","chr1",22998734,22998795,62,"*"
"36441","chr1",22998800,22998800,1,"*"
"36442","chr1",22998809,22998811,3,"*"
"36443","chr1",22998814,22998814,1,"*"
"36444","chr1",22998818,22999029,212,"*"
"36445","chr1",22999062,22999135,74,"*"
"36446","chr1",22999351,22999405,55,"*"
"36447","chr1",22999565,22999600,36,"*"
"36448","chr1",22999654,22999664,11,"*"
"36449","chr1",23000043,23000190,148,"*"
"36450","chr1",23000351,23000457,107,"*"
"36451","chr1",23000526,23000527,2,"*"
"36452","chr1",23000707,23000855,149,"*"
"36453","chr1",23000857,23000858,2,"*"
"36454","chr1",23000895,23001098,204,"*"
"36455","chr1",23001111,23001111,1,"*"
"36456","chr1",23001115,23001116,2,"*"
"36457","chr1",23001121,23001130,10,"*"
"36458","chr1",23001250,23001272,23,"*"
"36459","chr1",23001275,23001275,1,"*"
"36460","chr1",23001284,23001284,1,"*"
"36461","chr1",23001288,23001414,127,"*"
"36462","chr1",23001423,23001426,4,"*"
"36463","chr1",23001441,23001486,46,"*"
"36464","chr1",23001656,23001738,83,"*"
"36465","chr1",23001789,23001906,118,"*"
"36466","chr1",23002181,23002315,135,"*"
"36467","chr1",23002545,23002578,34,"*"
"36468","chr1",23003020,23003047,28,"*"
"36469","chr1",23003054,23003063,10,"*"
"36470","chr1",23003085,23003091,7,"*"
"36471","chr1",23003150,23003150,1,"*"
"36472","chr1",23003152,23003156,5,"*"
"36473","chr1",23003256,23003352,97,"*"
"36474","chr1",23003421,23003632,212,"*"
"36475","chr1",23003635,23003638,4,"*"
"36476","chr1",23003684,23003724,41,"*"
"36477","chr1",23003821,23003881,61,"*"
"36478","chr1",23003913,23004022,110,"*"
"36479","chr1",23004079,23004118,40,"*"
"36480","chr1",23004135,23004484,350,"*"
"36481","chr1",23004579,23004866,288,"*"
"36482","chr1",23004966,23005117,152,"*"
"36483","chr1",23005382,23005519,138,"*"
"36484","chr1",23005553,23005554,2,"*"
"36485","chr1",23005558,23005747,190,"*"
"36486","chr1",23005778,23005796,19,"*"
"36487","chr1",23005926,23005930,5,"*"
"36488","chr1",23005967,23005967,1,"*"
"36489","chr1",23005969,23006912,944,"*"
"36490","chr1",23006941,23006994,54,"*"
"36491","chr1",23007100,23007106,7,"*"
"36492","chr1",23007129,23007135,7,"*"
"36493","chr1",23007137,23007158,22,"*"
"36494","chr1",23007203,23007660,458,"*"
"36495","chr1",23008289,23008615,327,"*"
"36496","chr1",23008687,23008692,6,"*"
"36497","chr1",23008695,23008707,13,"*"
"36498","chr1",23008734,23008753,20,"*"
"36499","chr1",23008756,23008756,1,"*"
"36500","chr1",23008758,23008758,1,"*"
"36501","chr1",23008764,23008769,6,"*"
"36502","chr1",23008809,23008859,51,"*"
"36503","chr1",23008962,23009258,297,"*"
"36504","chr1",23009330,23009339,10,"*"
"36505","chr1",23009533,23010205,673,"*"
"36506","chr1",23010525,23011376,852,"*"
"36507","chr1",23011557,23011614,58,"*"
"36508","chr1",23011722,23012068,347,"*"
"36509","chr1",23012169,23012215,47,"*"
"36510","chr1",23012385,23012855,471,"*"
"36511","chr1",23012949,23012985,37,"*"
"36512","chr1",23013070,23013186,117,"*"
"36513","chr1",23013474,23013576,103,"*"
"36514","chr1",23013593,23014537,945,"*"
"36515","chr1",23014619,23014622,4,"*"
"36516","chr1",23014792,23014830,39,"*"
"36517","chr1",23015142,23015166,25,"*"
"36518","chr1",23015510,23015510,1,"*"
"36519","chr1",23015512,23015730,219,"*"
"36520","chr1",23015755,23016070,316,"*"
"36521","chr1",23016116,23016132,17,"*"
"36522","chr1",23016206,23016644,439,"*"
"36523","chr1",23016727,23017123,397,"*"
"36524","chr1",23017536,23017711,176,"*"
"36525","chr1",23018035,23018121,87,"*"
"36526","chr1",23018153,23018463,311,"*"
"36527","chr1",23018489,23018816,328,"*"
"36528","chr1",23018857,23020489,1633,"*"
"36529","chr1",23020491,23020491,1,"*"
"36530","chr1",23020493,23021379,887,"*"
"36531","chr1",23021646,23022304,659,"*"
"36532","chr1",23022504,23022508,5,"*"
"36533","chr1",23022552,23022553,2,"*"
"36534","chr1",23022696,23022724,29,"*"
"36535","chr1",23022930,23023875,946,"*"
"36536","chr1",23023919,23023919,1,"*"
"36537","chr1",23023921,23023922,2,"*"
"36538","chr1",23023928,23023932,5,"*"
"36539","chr1",23023945,23023953,9,"*"
"36540","chr1",23023962,23023966,5,"*"
"36541","chr1",23023993,23024009,17,"*"
"36542","chr1",23024029,23024078,50,"*"
"36543","chr1",23024140,23025320,1181,"*"
"36544","chr1",23025634,23025817,184,"*"
"36545","chr1",23025861,23025937,77,"*"
"36546","chr1",23026075,23026089,15,"*"
"36547","chr1",23026109,23026255,147,"*"
"36548","chr1",23026263,23026351,89,"*"
"36549","chr1",23026487,23026510,24,"*"
"36550","chr1",23026515,23026518,4,"*"
"36551","chr1",23026529,23026574,46,"*"
"36552","chr1",23026576,23026576,1,"*"
"36553","chr1",23026611,23026614,4,"*"
"36554","chr1",23026617,23026626,10,"*"
"36555","chr1",23026685,23027056,372,"*"
"36556","chr1",23027077,23027397,321,"*"
"36557","chr1",23027474,23027499,26,"*"
"36558","chr1",23027521,23027677,157,"*"
"36559","chr1",23027750,23028267,518,"*"
"36560","chr1",23028312,23029633,1322,"*"
"36561","chr1",23029947,23032352,2406,"*"
"36562","chr1",23032380,23032910,531,"*"
"36563","chr1",23033029,23033047,19,"*"
"36564","chr1",23033120,23033120,1,"*"
"36565","chr1",23033132,23033132,1,"*"
"36566","chr1",23033146,23033277,132,"*"
"36567","chr1",23033504,23033520,17,"*"
"36568","chr1",23033552,23035224,1673,"*"
"36569","chr1",23035503,23036423,921,"*"
"36570","chr1",23036431,23036438,8,"*"
"36571","chr1",23036472,23037011,540,"*"
"36572","chr1",23037210,23037231,22,"*"
"36573","chr1",23037338,23038246,909,"*"
"36574","chr1",23038303,23038962,660,"*"
"36575","chr1",23039001,23040608,1608,"*"
"36576","chr1",23040717,23040746,30,"*"
"36577","chr1",23040762,23041417,656,"*"
"36578","chr1",23041746,23042143,398,"*"
"36579","chr1",23042165,23042399,235,"*"
"36580","chr1",23043049,23045657,2609,"*"
"36581","chr1",23045687,23047191,1505,"*"
"36582","chr1",23047212,23047625,414,"*"
"36583","chr1",23047669,23047672,4,"*"
"36584","chr1",23047757,23047777,21,"*"
"36585","chr1",23047807,23047898,92,"*"
"36586","chr1",23047930,23048218,289,"*"
"36587","chr1",23048225,23048411,187,"*"
"36588","chr1",23048445,23048866,422,"*"
"36589","chr1",23048947,23048964,18,"*"
"36590","chr1",23048967,23048967,1,"*"
"36591","chr1",23049197,23049437,241,"*"
"36592","chr1",23049711,23050806,1096,"*"
"36593","chr1",23051059,23053482,2424,"*"
"36594","chr1",23053486,23053492,7,"*"
"36595","chr1",23053540,23053598,59,"*"
"36596","chr1",23053664,23054304,641,"*"
"36597","chr1",23054384,23054523,140,"*"
"36598","chr1",23054544,23054732,189,"*"
"36599","chr1",23054756,23054792,37,"*"
"36600","chr1",23054864,23056186,1323,"*"
"36601","chr1",23056208,23057781,1574,"*"
"36602","chr1",23057881,23057882,2,"*"
"36603","chr1",23057885,23057888,4,"*"
"36604","chr1",23057998,23058056,59,"*"
"36605","chr1",23058109,23058315,207,"*"
"36606","chr1",23058369,23061651,3283,"*"
"36607","chr1",23061947,23063127,1181,"*"
"36608","chr1",23063282,23064003,722,"*"
"36609","chr1",23064034,23064088,55,"*"
"36610","chr1",23064164,23065690,1527,"*"
"36611","chr1",23065707,23065707,1,"*"
"36612","chr1",23065739,23069437,3699,"*"
"36613","chr1",23069513,23070217,705,"*"
"36614","chr1",23070263,23070263,1,"*"
"36615","chr1",23070265,23070286,22,"*"
"36616","chr1",23070289,23070291,3,"*"
