"","seqnames","start","end","width","flank.5","flank.3","total.width"
"14942","chr21",10431007,10431029,23,75,143,241
"14943","chr21",10447391,10447427,37,9,73,119
"14944","chr21",10622951,10622973,23,142,80,245
"14945","chr21",13680622,13680644,23,117,104,244
"14946","chr21",13723880,13723902,23,21,22,66
"14947","chr21",13809599,13809631,33,27,44,104
"14948","chr21",13980341,13980358,18,10,5,33
"14949","chr21",13987158,13987242,85,91,44,220
"14950","chr21",14056452,14056476,25,14,67,106
"14951","chr21",14058277,14058355,79,107,5,191
"14952","chr21",15730357,15730386,30,21,30,81
"14953","chr21",15783794,15783811,18,117,35,170
"14954","chr21",16575534,16575570,37,68,72,177
"14955","chr21",17450859,17450883,25,134,68,227
"14956","chr21",17454010,17454034,25,87,74,186
"14957","chr21",17464192,17464223,32,77,45,154
"14958","chr21",17469208,17469229,22,10,5,37
"14959","chr21",17506599,17506625,27,73,6,106
"14960","chr21",17510413,17510431,19,46,66,131
"14961","chr21",17528069,17528091,23,121,13,157
"14962","chr21",17744946,17744968,23,90,2,115
"14963","chr21",19021449,19021523,75,57,101,233
"14964","chr21",19021522,19021542,21,8,28,57
"14965","chr21",20133811,20133828,18,30,75,123
"14966","chr21",20588087,20588104,18,74,128,220
"14967","chr21",20997933,20998011,79,3,120,202
"14968","chr21",20998315,20998374,60,37,38,135
"14969","chr21",21742583,21742603,21,29,143,193
"14970","chr21",21931300,21931322,23,137,31,191
"14971","chr21",22770117,22770202,86,64,71,221
"14972","chr21",23424170,23424209,40,139,6,185
"14973","chr21",23456923,23456947,25,132,6,163
"14974","chr21",23515888,23515920,33,77,35,145
"14975","chr21",23610549,23610577,29,70,86,185
"14976","chr21",23673696,23673726,31,98,4,133
"14977","chr21",23861759,23861784,26,61,73,160
"14978","chr21",23904931,23904948,18,29,78,125
"14979","chr21",24646191,24646212,22,12,56,90
"14980","chr21",24905907,24905925,19,145,26,190
"14981","chr21",25061130,25061170,41,75,12,128
"14982","chr21",25559376,25559403,28,11,99,138
"14983","chr21",25787826,25787844,19,7,74,100
"14984","chr21",25866707,25866744,38,33,76,147
"14985","chr21",25875445,25875478,34,110,5,149
"14986","chr21",25900563,25900581,19,9,71,99
"14987","chr21",26017199,26017218,20,33,6,59
"14988","chr21",26286780,26286813,34,37,106,177
"14989","chr21",26334945,26334988,44,9,121,174
"14990","chr21",27348109,27348131,23,77,35,135
"14991","chr21",28058283,28058309,27,91,127,245
"14992","chr21",28134252,28134269,18,29,146,193
"14993","chr21",28988142,28988169,28,136,74,238
"14994","chr21",29009393,29009411,19,7,5,31
"14995","chr21",29229794,29229830,37,144,67,248
"14996","chr21",30017215,30017234,20,77,81,178
"14997","chr21",30060508,30060542,35,10,40,85
"14998","chr21",30226492,30226527,36,145,31,212
"14999","chr21",30394202,30394225,24,77,77,178
"15000","chr21",30570604,30570643,40,35,78,153
"15001","chr21",30755189,30755224,36,39,137,212
"15002","chr21",31184103,31184121,19,73,88,180
"15003","chr21",31309463,31309490,28,43,1,72
"15004","chr21",31336489,31336509,21,69,6,96
"15005","chr21",31337501,31337547,47,7,119,173
"15006","chr21",31516108,31516125,18,8,119,145
"15007","chr21",31585776,31585795,20,145,25,190
"15008","chr21",31641109,31641147,39,9,113,161
"15009","chr21",31647336,31647364,29,147,73,249
"15010","chr21",31719291,31719322,32,53,5,90
"15011","chr21",31732281,31732307,27,6,6,39
"15012","chr21",31914409,31914437,29,146,4,179
"15013","chr21",32151245,32151268,24,145,27,196
"15014","chr21",32273108,32273130,23,65,81,169
"15015","chr21",32437159,32437182,24,84,7,115
"15016","chr21",32592638,32592665,28,7,9,44
"15017","chr21",32611319,32611426,108,23,59,190
"15018","chr21",32614237,32614271,35,9,9,53
"15019","chr21",32810422,32810442,21,37,76,134
"15020","chr21",33025855,33025878,24,59,39,122
"15021","chr21",33070371,33070423,53,41,67,161
"15022","chr21",33109001,33109028,28,75,137,240
"15023","chr21",33166153,33166208,56,68,132,256
"15024","chr21",33403342,33403378,37,22,34,93
"15025","chr21",33498111,33498148,38,14,74,126
"15026","chr21",33503184,33503220,37,76,7,120
"15027","chr21",33580889,33580922,34,70,116,220
"15028","chr21",33604356,33604379,24,77,74,175
"15029","chr21",33610728,33610751,24,10,29,63
"15030","chr21",33682519,33682540,22,70,7,99
"15031","chr21",33704924,33704947,24,81,36,141
"15032","chr21",33874157,33874178,22,75,73,170
"15033","chr21",33881407,33881428,22,108,6,136
"15034","chr21",33984663,33984689,27,27,60,114
"15035","chr21",34029558,34029597,40,30,73,143
"15036","chr21",34366975,34367015,41,62,10,113
"15037","chr21",35160646,35160698,53,100,42,195
"15038","chr21",36041160,36041190,31,127,74,232
"15039","chr21",36058718,36058741,24,32,73,129
"15040","chr21",36063447,36063488,42,10,3,55
"15041","chr21",36114246,36114265,20,77,51,148
"15042","chr21",36130023,36130042,20,7,130,157
"15043","chr21",36130323,36130346,24,146,13,183
"15044","chr21",36130428,36130445,18,69,15,102
"15045","chr21",36138104,36138146,43,57,41,141
"15046","chr21",36159141,36159165,25,9,65,99
"15047","chr21",36258973,36258993,21,18,63,102
"15048","chr21",36262901,36262945,45,140,64,249
"15049","chr21",36272650,36272667,18,112,71,201
"15050","chr21",36308874,36308908,35,5,89,129
"15051","chr21",36353756,36353777,22,88,135,245
"15052","chr21",36404416,36404450,35,43,128,206
"15053","chr21",36492441,36492468,28,66,67,161
"15054","chr21",36523760,36523843,84,74,62,220
"15055","chr21",36707943,36707968,26,31,27,84
"15056","chr21",36709809,36709844,36,74,99,209
"15057","chr21",36827798,36827831,34,76,27,137
"15058","chr21",36911749,36911772,24,133,6,163
"15059","chr21",36933552,36933572,21,18,5,44
"15060","chr21",36956732,36956761,30,3,4,37
"15061","chr21",36958066,36958094,29,146,33,208
"15062","chr21",36973992,36974010,19,35,5,59
"15063","chr21",37007401,37007426,26,8,102,136
"15064","chr21",37008757,37008780,24,9,75,108
"15065","chr21",37030999,37031113,115,24,44,183
"15066","chr21",37073297,37073317,21,35,143,199
"15067","chr21",37175264,37175286,23,128,74,225
"15068","chr21",37324137,37324197,61,7,145,213
"15069","chr21",37366402,37366426,25,44,25,94
"15070","chr21",37367002,37367028,27,114,51,192
"15071","chr21",37367637,37367663,27,12,12,51
"15072","chr21",37367944,37367978,35,4,1,40
"15073","chr21",37368104,37368122,19,9,80,108
"15074","chr21",37493934,37493954,21,148,83,252
"15075","chr21",37781870,37781888,19,9,99,127
"15076","chr21",38507527,38507562,36,148,67,251
"15077","chr21",38744521,38744546,26,8,21,55
"15078","chr21",38972679,38972704,26,132,67,225
"15079","chr21",39095165,39095182,18,29,16,63
"15080","chr21",39313590,39313614,25,20,22,67
"15081","chr21",39332562,39332594,33,74,63,170
"15082","chr21",39844867,39844886,20,63,3,86
"15083","chr21",39909787,39909812,26,75,3,104
"15084","chr21",40383333,40383364,32,69,1,102
"15085","chr21",40536401,40536419,19,76,140,235
"15086","chr21",40792138,40792158,21,128,123,272
"15087","chr21",40818103,40818128,26,11,67,104
"15088","chr21",40846761,40846798,38,4,66,108
"15089","chr21",40883661,40883695,35,68,74,177
"15090","chr21",41156397,41156419,23,92,9,124
"15091","chr21",41204184,41204218,35,33,75,143
"15092","chr21",41303855,41303885,31,128,92,251
"15093","chr21",41383362,41383380,19,53,4,76
"15094","chr21",41496830,41496857,28,7,33,68
"15095","chr21",41508116,41508138,23,126,20,169
"15096","chr21",41508253,41508270,18,19,60,97
"15097","chr21",41565996,41566018,23,67,50,140
"15098","chr21",41726444,41726543,100,33,100,233
"15099","chr21",41954023,41954043,21,2,103,126
"15100","chr21",42161052,42161128,77,135,5,217
"15101","chr21",42217680,42217709,30,125,70,225
"15102","chr21",42219223,42219254,32,75,1,108
"15103","chr21",42243815,42243836,22,8,43,73
"15104","chr21",42342753,42342803,51,74,85,210
"15105","chr21",42513726,42513750,25,13,40,78
"15106","chr21",42653523,42653556,34,2,5,41
"15107","chr21",42653598,42653624,27,102,121,250
"15108","chr21",42792838,42792861,24,33,77,134
"15109","chr21",42912892,42912914,23,77,6,106
"15110","chr21",42930946,42930978,33,73,24,130
"15111","chr21",42935842,42935861,20,26,74,120
"15112","chr21",42956379,42956397,19,138,72,229
"15113","chr21",42974739,42974771,33,19,146,198
"15114","chr21",42981528,42981577,50,86,3,139
"15115","chr21",42988049,42988072,24,77,14,115
"15116","chr21",42994032,42994053,22,71,11,104
"15117","chr21",43039328,43039346,19,22,23,64
"15118","chr21",43163175,43163192,18,77,34,129
"15119","chr21",43173710,43173791,82,22,38,142
"15120","chr21",43383576,43383593,18,17,73,108
"15121","chr21",43415123,43415145,23,103,113,239
"15122","chr21",43426971,43427005,35,20,96,151
"15123","chr21",43427164,43427199,36,57,8,101
"15124","chr21",43482225,43482248,24,108,5,137
"15125","chr21",43718883,43718910,28,28,47,103
"15126","chr21",43719206,43719238,33,31,9,73
"15127","chr21",43749088,43749120,33,6,64,103
"15128","chr21",43751555,43751580,26,61,28,115
"15129","chr21",43787843,43787863,21,50,127,198
"15130","chr21",43823565,43823582,18,42,6,66
"15131","chr21",43830423,43830445,23,58,1,82
"15132","chr21",43856394,43856425,32,47,51,130
"15133","chr21",43856425,43856456,32,78,20,130
"15134","chr21",43909293,43909313,21,8,1,30
"15135","chr21",43978280,43978318,39,42,22,103
"15136","chr21",44095560,44095578,19,42,123,184
"15137","chr21",44133034,44133052,19,24,123,166
"15138","chr21",44158590,44158623,34,32,61,127
"15139","chr21",44210766,44211441,676,1,123,800
"15140","chr21",44264588,44264616,29,76,2,107
"15141","chr21",44265562,44265608,47,77,49,173
"15142","chr21",44293942,44294336,395,143,101,639
"15143","chr21",44303434,44303455,22,145,50,217
"15144","chr21",44338763,44338782,20,12,26,58
"15145","chr21",44351137,44351161,25,19,140,184
"15146","chr21",44408655,44408675,21,76,12,109
"15147","chr21",44505076,44505095,20,7,54,81
"15148","chr21",44722424,44722448,25,25,75,125
"15149","chr21",44932120,44932166,47,116,99,262
"15150","chr21",45018905,45018929,25,51,23,99
"15151","chr21",45074599,45074631,33,58,38,129
"15152","chr21",45287191,45287221,31,121,25,177
"15153","chr21",45311875,45311929,55,71,120,246
"15154","chr21",45343991,45344029,39,12,72,123
"15155","chr21",45472219,45472241,23,76,124,223
"15156","chr21",45555639,45555659,21,20,130,171
"15157","chr21",45590979,45591007,29,45,16,90
"15158","chr21",45683924,45683949,26,16,9,51
"15159","chr21",45973636,45973660,25,29,5,59
"15160","chr21",46099456,46099482,27,137,6,170
"15161","chr21",46210064,46210084,21,76,79,176
"15162","chr21",46278990,46279007,18,101,127,246
"15163","chr21",46304021,46304044,24,8,41,73
"15164","chr21",46375156,46375173,18,95,55,168
"15165","chr21",46426070,46426096,27,119,1,147
"15166","chr21",46459198,46459215,18,26,41,85
"15167","chr22",10673620,10673644,25,8,61,94
"15168","chr22",10850521,10850552,32,45,21,98
"15169","chr22",10852059,10852093,35,67,41,143
"15170","chr22",11057803,11057847,45,110,3,158
"15171","chr22",11264212,11264252,41,96,120,257
"15172","chr22",11266079,11266804,726,11,6,743
"15173","chr22",11268895,11268966,72,52,104,228
"15174","chr22",11271446,11271481,36,111,13,160
"15175","chr22",11278066,11278149,84,7,1,92
"15176","chr22",11284863,11284920,58,86,13,157
"15177","chr22",11598611,11598675,65,37,39,141
"15178","chr22",11612371,11612390,20,30,128,178
"15179","chr22",11612390,11612427,38,15,109,162
"15180","chr22",11720378,11720401,24,9,34,67
"15181","chr22",12168764,12168813,50,49,50,149
"15182","chr22",15238130,15238150,21,84,73,178
"15183","chr22",15879943,15879979,37,45,21,103
"15184","chr22",15881481,15881515,35,67,41,143
"15185","chr22",16107033,16107057,25,69,41,135
"15186","chr22",16561858,16561876,19,24,72,115
"15187","chr22",16562081,16562100,20,24,72,116
"15188","chr22",16588459,16588481,23,77,3,103
"15189","chr22",16596000,16596043,44,10,38,92
"15190","chr22",16596862,16596884,23,32,71,126
"15191","chr22",16598390,16598409,20,8,12,40
"15192","chr22",16601255,16601278,24,134,33,191
"15193","chr22",16601845,16601870,26,53,42,121
"15194","chr22",16601989,16602013,25,32,30,87
"15195","chr22",16919678,16919696,19,69,23,111
"15196","chr22",17062966,17062996,31,45,1,77
"15197","chr22",17078855,17078874,20,143,118,281
"15198","chr22",17120744,17120775,32,95,47,174
"15199","chr22",17120969,17120990,22,22,12,56
"15200","chr22",17121371,17121394,24,138,37,199
"15201","chr22",17226828,17226864,37,91,73,201
"15202","chr22",17238334,17238356,23,144,2,169
"15203","chr22",17276056,17276084,29,22,74,125
"15204","chr22",17292167,17292184,18,76,38,132
"15205","chr22",17322516,17322553,38,9,5,52
"15206","chr22",17351648,17351667,20,8,9,37
"15207","chr22",17356019,17356067,49,18,6,73
"15208","chr22",17369346,17369371,26,51,102,179
"15209","chr22",17369555,17369574,20,113,33,166
"15210","chr22",17404369,17404391,23,8,9,40
"15211","chr22",17421615,17421643,29,77,74,180
"15212","chr22",17482116,17482141,26,12,6,44
"15213","chr22",17524388,17524410,23,8,140,171
"15214","chr22",17543108,17543147,40,5,7,52
"15215","chr22",17605206,17605243,38,60,73,171
"15216","chr22",17609092,17609137,46,35,69,150
"15217","chr22",17609465,17609486,22,8,53,83
"15218","chr22",17616031,17616065,35,147,125,307
"15219","chr22",17630581,17630608,28,76,142,246
"15220","chr22",17757403,17757426,24,12,74,110
"15221","chr22",17760134,17760152,19,136,6,161
"15222","chr22",17768873,17768892,20,145,6,171
"15223","chr22",17784787,17784819,33,87,5,125
"15224","chr22",17801908,17801927,20,105,60,185
"15225","chr22",17959011,17959033,23,8,139,170
"15226","chr22",18127693,18127713,21,6,145,172
"15227","chr22",18137628,18137659,32,23,6,61
"15228","chr22",18149920,18149942,23,54,43,120
"15229","chr22",18163645,18163684,40,88,72,200
"15230","chr22",18219881,18219898,18,20,53,91
"15231","chr22",18350375,18350403,29,97,80,206
"15232","chr22",18404732,18404749,18,55,18,91
"15233","chr22",18511997,18512025,29,82,95,206
"15234","chr22",18604665,18604684,20,136,74,230
"15235","chr22",18622006,18622035,30,76,75,181
"15236","chr22",18715134,18715151,18,20,53,91
"15237","chr22",18769318,18769346,29,82,95,206
"15238","chr22",18845803,18845823,21,46,6,73
"15239","chr22",18936336,18936370,35,48,30,113
"15240","chr22",19487293,19487311,19,52,24,95
"15241","chr22",19586737,19586773,37,84,2,123
"15242","chr22",19596348,19596365,18,76,136,230
"15243","chr22",19714470,19714488,19,1,83,103
"15244","chr22",19714758,19714777,20,38,117,175
"15245","chr22",19717641,19717666,26,83,79,188
"15246","chr22",19717871,19717897,27,20,13,60
"15247","chr22",19745035,19745061,27,73,61,161
"15248","chr22",19759417,19759436,20,102,141,263
"15249","chr22",19760609,19760641,33,41,62,136
"15250","chr22",19760692,19760711,20,1,8,29
"15251","chr22",19761029,19761077,49,34,74,157
"15252","chr22",19766763,19766807,45,33,22,100
"15253","chr22",19768954,19768978,25,8,133,166
"15254","chr22",19898511,19898532,22,8,11,41
"15255","chr22",19951359,19951377,19,59,6,84
"15256","chr22",20016681,20016707,27,1,23,51
"15257","chr22",20041313,20041330,18,76,76,170
"15258","chr22",20044528,20044551,24,59,72,155
"15259","chr22",20131821,20131845,25,34,13,72
"15260","chr22",20164815,20164846,32,58,74,164
"15261","chr22",20417250,20417268,19,49,72,140
"15262","chr22",20418268,20418286,19,38,66,123
"15263","chr22",20437654,20437674,21,11,12,44
"15264","chr22",20437757,20437797,41,1,34,76
"15265","chr22",20474387,20474405,19,4,62,85
"15266","chr22",20505877,20505898,22,92,75,189
"15267","chr22",20598516,20598538,23,34,84,141
"15268","chr22",20688898,20688923,26,47,4,77
"15269","chr22",20693361,20693384,24,71,71,166
"15270","chr22",20731930,20731951,22,4,73,99
"15271","chr22",20858673,20858704,32,44,136,212
"15272","chr22",20860358,20860386,29,9,7,45
"15273","chr22",20916551,20916596,46,10,70,126
"15274","chr22",20916612,20916686,75,100,9,184
"15275","chr22",20918950,20918976,27,109,85,221
"15276","chr22",20961164,20961186,23,9,5,37
"15277","chr22",21004775,21004795,21,72,81,174
"15278","chr22",21006252,21006278,27,74,140,241
"15279","chr22",21006430,21006447,18,79,75,172
"15280","chr22",21050981,21051006,26,36,124,186
"15281","chr22",21128745,21128767,23,8,44,75
"15282","chr22",21130213,21130233,21,8,37,66
"15283","chr22",21151665,21151682,18,55,18,91
"15284","chr22",21203565,21203593,29,82,95,206
"15285","chr22",21280294,21280314,21,39,6,66
"15286","chr22",21340915,21340932,18,20,53,91
"15287","chr22",21373251,21373279,29,77,74,180
"15288","chr22",21390608,21390629,22,76,135,233
"15289","chr22",21411954,21411972,19,12,71,102
"15290","chr22",21454292,21454314,23,8,128,159
"15291","chr22",21458133,21458160,28,95,11,134
"15292","chr22",21522914,21522931,18,73,10,101
"15293","chr22",21544205,21544227,23,137,74,234
"15294","chr22",21557946,21557971,26,121,20,167
"15295","chr22",21562362,21562389,28,76,75,179
"15296","chr22",21565755,21565784,30,40,72,142
"15297","chr22",21575632,21575659,28,6,31,65
"15298","chr22",21600316,21600343,28,77,3,108
"15299","chr22",21612627,21612671,45,86,9,140
"15300","chr22",21644775,21644797,23,8,135,166
"15301","chr22",21715509,21715531,23,8,59,90
"15302","chr22",21715745,21715780,36,75,79,190
"15303","chr22",21783182,21783201,20,76,63,159
"15304","chr22",21814846,21814911,66,125,59,250
"15305","chr22",21851644,21851665,22,26,8,56
"15306","chr22",21867419,21867438,20,26,10,56
"15307","chr22",21867648,21867670,23,56,43,122
"15308","chr22",21869884,21869901,18,145,17,180
"15309","chr22",21870030,21870049,20,77,27,124
"15310","chr22",21874488,21874508,21,8,37,66
"15311","chr22",21931503,21931530,28,76,17,121
"15312","chr22",22320093,22320112,20,9,74,103
"15313","chr22",22476112,22476135,24,6,18,48
"15314","chr22",22530199,22530222,24,61,8,93
"15315","chr22",22532760,22532820,61,73,46,180
"15316","chr22",22652228,22652250,23,97,80,200
"15317","chr22",23070357,23070396,40,15,22,77
"15318","chr22",23070507,23070532,26,51,52,129
"15319","chr22",23180833,23180850,18,30,77,125
"15320","chr22",23402667,23402694,28,73,21,122
"15321","chr22",23449522,23449539,18,64,74,156
"15322","chr22",23457116,23457134,19,10,50,79
"15323","chr22",23506800,23506822,23,81,1,105
"15324","chr22",23522559,23522599,41,15,6,62
"15325","chr22",23525563,23525588,26,58,121,205
"15326","chr22",23527786,23527833,48,43,85,176
"15327","chr22",23537525,23537548,24,17,108,149
"15328","chr22",23593795,23593826,32,75,46,153
"15329","chr22",23631416,23631453,38,69,9,116
"15330","chr22",23657001,23657023,23,74,100,197
"15331","chr22",23661405,23661423,19,121,136,276
"15332","chr22",23722053,23722070,18,145,74,237
"15333","chr22",23734008,23734028,21,78,21,120
"15334","chr22",23749349,23749381,33,148,42,223
"15335","chr22",23761021,23761060,40,104,6,150
"15336","chr22",23777567,23777585,19,78,6,103
"15337","chr22",23807962,23807979,18,14,143,175
"15338","chr22",23850025,23850061,37,7,77,121
"15339","chr22",23916792,23916840,49,134,14,197
"15340","chr22",24011077,24011134,58,7,124,189
"15341","chr22",24015271,24015294,24,8,1,33
"15342","chr22",24042819,24042877,59,55,121,235
"15343","chr22",24156091,24156139,49,1,8,58
"15344","chr22",24167086,24167106,21,102,57,180
"15345","chr22",24197215,24197237,23,51,73,147
"15346","chr22",24250869,24250887,19,37,6,62
"15347","chr22",24270220,24270378,159,112,40,311
"15348","chr22",24424362,24424390,29,10,60,99
"15349","chr22",24521478,24521506,29,25,11,65
"15350","chr22",24593787,24593814,28,16,6,50
"15351","chr22",24659876,24659897,22,8,40,70
"15352","chr22",24661337,24661360,24,76,40,140
"15353","chr22",24702447,24702465,19,9,120,148
"15354","chr22",24740052,24740069,18,145,5,168
"15355","chr22",24774837,24774859,23,85,44,152
"15356","chr22",24784979,24785015,37,8,11,56
"15357","chr22",24795137,24795179,43,71,36,150
"15358","chr22",24795640,24795665,26,93,6,125
"15359","chr22",24799341,24799358,18,122,123,263
"15360","chr22",24801194,24801241,48,3,75,126
"15361","chr22",24881193,24881212,20,75,6,101
"15362","chr22",24892885,24892903,19,69,35,123
"15363","chr22",24973390,24973416,27,13,16,56
"15364","chr22",24979329,24979361,33,115,132,280
"15365","chr22",24981063,24981089,27,43,129,199
"15366","chr22",25031024,25031060,37,92,68,197
"15367","chr22",25033575,25033598,24,10,90,124
"15368","chr22",25052715,25052733,19,75,58,152
"15369","chr22",25111761,25111787,27,113,34,174
"15370","chr22",25282866,25282889,24,2,50,76
"15371","chr22",25316411,25316435,25,15,77,117
"15372","chr22",25400263,25400281,19,7,141,167
"15373","chr22",25405326,25405348,23,5,3,31
"15374","chr22",25408569,25408587,19,99,6,124
"15375","chr22",25420849,25420904,56,135,33,224
"15376","chr22",25446449,25446475,27,80,6,113
"15377","chr22",25647021,25647058,38,38,74,150
"15378","chr22",25670882,25670904,23,77,44,144
"15379","chr22",25673009,25673029,21,26,145,192
"15380","chr22",25695836,25695855,20,80,143,243
"15381","chr22",25708082,25708099,18,146,23,187
"15382","chr22",26023469,26023535,67,58,37,162
"15383","chr22",26327214,26327713,500,44,96,640
"15384","chr22",26360884,26360917,34,92,20,146
"15385","chr22",26429330,26429358,29,8,9,46
"15386","chr22",26429604,26429629,26,67,5,98
"15387","chr22",26462127,26462144,18,102,5,125
"15388","chr22",26517143,26517191,49,127,9,185
"15389","chr22",26546077,26546102,26,113,34,173
"15390","chr22",26566552,26566594,43,24,43,110
"15391","chr22",26590191,26590210,20,79,56,155
"15392","chr22",26760238,26760269,32,87,37,156
"15393","chr22",27484917,27484943,27,85,49,161
"15394","chr22",27490683,27490731,49,24,6,79
"15395","chr22",27556253,27556280,28,145,59,232
"15396","chr22",27734887,27734915,29,77,13,119
"15397","chr22",27786843,27786865,23,42,128,193
"15398","chr22",27798893,27798974,82,67,19,168
"15399","chr22",27923007,27923043,37,6,8,51
"15400","chr22",27942940,27942964,25,10,6,41
"15401","chr22",27994451,27994468,18,131,114,263
"15402","chr22",28536199,28536220,22,25,74,121
"15403","chr22",28660495,28660540,46,7,141,194
"15404","chr22",28702538,28702556,19,68,145,232
"15405","chr22",28707831,28707852,22,6,78,106
"15406","chr22",28720093,28720110,18,10,29,57
"15407","chr22",28770859,28770895,37,5,68,110
"15408","chr22",28773063,28773092,30,10,10,50
"15409","chr22",28800229,28800252,24,22,43,89
"15410","chr22",28842105,28842126,22,132,15,169
"15411","chr22",28877287,28877305,19,7,3,29
"15412","chr22",28883651,28883669,19,2,62,83
"15413","chr22",28883804,28883881,78,2,57,137
"15414","chr22",28896117,28896151,35,75,144,254
"15415","chr22",28927393,28927411,19,130,34,183
"15416","chr22",28941959,28941989,31,8,26,65
"15417","chr22",29027226,29027263,38,73,109,220
"15418","chr22",29057961,29057978,18,29,143,190
"15419","chr22",29068251,29068273,23,39,73,135
"15420","chr22",29165175,29165195,21,50,4,75
"15421","chr22",29177493,29177533,41,76,8,125
"15422","chr22",29310243,29310281,39,90,5,134
"15423","chr22",29389686,29389715,30,25,6,61
"15424","chr22",29406116,29406156,41,71,67,179
"15425","chr22",29418497,29418517,21,8,14,43
"15426","chr22",29450221,29450249,29,59,4,92
"15427","chr22",29460928,29460948,21,147,125,293
"15428","chr22",29508958,29508985,28,49,80,157
"15429","chr22",29639882,29639907,26,140,6,172
"15430","chr22",29720009,29720026,18,22,23,63
"15431","chr22",29736720,29736742,23,10,6,39
"15432","chr22",29838204,29838228,25,23,78,126
"15433","chr22",29906246,29906289,44,19,27,90
"15434","chr22",29965686,29965708,23,19,73,115
"15435","chr22",30039365,30039385,21,115,6,142
"15436","chr22",30201413,30201434,22,7,104,133
"15437","chr22",30246390,30246443,54,52,40,146
"15438","chr22",30277394,30277436,43,13,19,75
"15439","chr22",30357669,30357687,19,26,143,188
"15440","chr22",30385422,30385441,20,136,6,162
"15441","chr22",30387147,30387164,18,119,62,199
"15442","chr22",30387258,30387282,25,1,55,81
"15443","chr22",30397500,30397522,23,47,92,162
"15444","chr22",30399514,30399537,24,17,75,116
"15445","chr22",30401487,30401528,42,5,32,79
"15446","chr22",30574600,30574636,37,35,6,78
"15447","chr22",30574608,30574644,37,43,50,130
"15448","chr22",30635796,30635835,40,6,113,159
"15449","chr22",30695055,30695077,23,50,114,187
"15450","chr22",30765195,30765227,33,76,138,247
"15451","chr22",30781143,30781161,19,35,75,129
"15452","chr22",30802860,30802882,23,29,7,59
"15453","chr22",30858117,30858158,42,70,37,149
"15454","chr22",30968842,30968901,60,34,10,104
"15455","chr22",31067554,31067573,20,77,129,226
"15456","chr22",31159712,31159729,18,10,122,150
"15457","chr22",31276727,31276745,19,78,23,120
"15458","chr22",31336806,31336828,23,148,6,177
"15459","chr22",31346129,31346146,18,23,74,115
"15460","chr22",31346203,31346252,50,91,45,186
"15461","chr22",31368869,31368894,26,76,2,104
"15462","chr22",31371978,31372033,56,3,81,140
"15463","chr22",31379149,31379174,26,31,82,139
"15464","chr22",31383419,31383438,20,68,58,146
"15465","chr22",31410457,31410479,23,45,72,140
"15466","chr22",31431036,31431053,18,77,127,222
"15467","chr22",31463652,31463673,22,49,36,107
"15468","chr22",31514141,31514163,23,87,124,234
"15469","chr22",31535186,31535203,18,72,98,188
"15470","chr22",31568532,31568556,25,32,3,60
"15471","chr22",31612379,31612399,21,112,125,258
"15472","chr22",31612399,31612427,29,140,105,274
"15473","chr22",31640881,31640904,24,7,145,176
"15474","chr22",31642795,31642821,27,148,34,209
"15475","chr22",31677578,31677605,28,114,6,148
"15476","chr22",31689734,31689760,27,72,146,245
"15477","chr22",31711473,31711499,27,10,72,109
"15478","chr22",31718251,31718273,23,76,122,221
"15479","chr22",31770787,31770809,23,17,50,90
"15480","chr22",31796100,31796118,19,8,75,102
"15481","chr22",31877437,31877467,31,95,6,132
"15482","chr22",31877750,31877774,25,16,74,115
"15483","chr22",31965458,31965496,39,77,39,155
"15484","chr22",32145494,32146794,1301,115,73,1489
"15485","chr22",32147866,32147903,38,54,31,123
"15486","chr22",32285696,32285751,56,5,39,100
"15487","chr22",32605008,32605026,19,33,4,56
"15488","chr22",32676515,32676557,43,11,54,108
"15489","chr22",32744752,32744771,20,20,84,124
"15490","chr22",32962130,32962154,25,9,10,44
"15491","chr22",33181828,33181849,22,17,11,50
"15492","chr22",33395227,33395247,21,52,8,81
"15493","chr22",33416907,33416925,19,77,6,102
"15494","chr22",33664863,33664888,26,24,120,170
"15495","chr22",33731000,33731020,21,76,3,100
"15496","chr22",34333270,34333302,33,91,142,266
"15497","chr22",34339954,34339988,35,9,136,180
"15498","chr22",34701844,34701884,41,135,35,211
"15499","chr22",35161154,35161171,18,77,114,209
"15500","chr22",35366658,35366685,28,76,142,246
"15501","chr22",35371317,35371336,20,147,10,177
"15502","chr22",35400781,35400814,34,53,92,179
"15503","chr22",35406011,35406037,27,132,74,233
"15504","chr22",35573806,35573848,43,73,1,117
"15505","chr22",35677624,35677648,25,65,142,232
"15506","chr22",35825982,35826003,22,91,74,187
"15507","chr22",35881959,35882022,64,116,6,186
"15508","chr22",35951242,35951264,23,9,144,176
"15509","chr22",36028538,36028556,19,70,60,149
"15510","chr22",36028953,36028970,18,23,21,62
"15511","chr22",36034592,36034609,18,65,73,156
"15512","chr22",36098823,36098846,24,99,7,130
"15513","chr22",36115606,36115624,19,66,70,155
"15514","chr22",36122838,36122891,54,50,3,107
"15515","chr22",36227316,36227341,26,124,6,156
"15516","chr22",36404093,36404123,31,61,19,111
"15517","chr22",36414028,36414048,21,14,8,43
"15518","chr22",36420197,36420215,19,22,74,115
"15519","chr22",36425808,36425827,20,21,23,64
"15520","chr22",36425826,36425844,19,38,5,62
"15521","chr22",36464485,36464507,23,5,70,98
"15522","chr22",36481703,36481728,26,77,115,218
"15523","chr22",36484470,36484489,20,127,74,221
